STATION,STATION_NAME,DATE,HPCP
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970201 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970201 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970201 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970201 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970201 23:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970202 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970202 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970202 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970202 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970206 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 21:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970207 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970208 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 09:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 11:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 13:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 14:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 21:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970212 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970213 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970213 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970213 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970213 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970217 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970217 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970224 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970224 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 03:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 05:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 06:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 07:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 09:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 11:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 13:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 14:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970227 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 03:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970228 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970301 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 21:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970307 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970308 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970309 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970310 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970310 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970310 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970319 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970320 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970322 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970323 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970401 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970414 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970414 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970414 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970414 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970415 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970415 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970415 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970415 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970415 21:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970415 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970416 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970417 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970417 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970427 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970427 21:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970430 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970430 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970501 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970502 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970502 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970502 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970504 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970504 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970504 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970504 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970504 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970504 17:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970504 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970505 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970505 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970505 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970511 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970511 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970511 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970511 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970511 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970513 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970514 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970514 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970514 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 00:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 06:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970515 13:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970521 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970521 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970521 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970521 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970521 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970521 16:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970521 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970523 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970523 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970529 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970529 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970529 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970529 19:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970529 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970529 21:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970530 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970530 02:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970601 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970601 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970602 03:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970602 04:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970602 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970602 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970608 17:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970608 18:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970608 20:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970608 22:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970608 23:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 00:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 01:00,0.07
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 13:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 14:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970609 15:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 05:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 06:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 07:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 08:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 10:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 11:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970610 12:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970612 09:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970612 10:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19970612 11:00,0.00
