Time,precip_mm_ERA5_12km,BARROW AIRPORT,month
1992-09-11,0.850,1.016,Sep
1992-09-12,1.328,2.794,Sep
1992-09-13,0.746,2.032,Sep
1992-09-14,0.202,0.254,Sep
1992-09-15,2.278,0.254,Sep
1992-09-16,1.526,0.254,Sep
1992-09-17,0.603,0.254,Sep
1992-09-18,0.343,0.254,Sep
1992-09-19,0.081,0.254,Sep
1992-09-20,0.052,0.508,Sep
1992-09-21,0.099,0.254,Sep
1992-09-22,0.215,0.254,Sep
1992-09-23,0.738,0.254,Sep
1992-09-24,0.156,0.254,Sep
1992-09-25,0.325,0.254,Sep
1992-09-26,0.178,0.254,Sep
1992-09-27,0.412,0.254,Sep
1992-09-28,0.194,0.254,Sep
1992-09-29,0.678,0.762,Sep
1992-09-30,0.177,0.762,Sep
1992-10-01,0.092,0.254,Oct
1992-10-02,0.141,0.254,Oct
1992-10-03,0.386,0.254,Oct
1992-10-04,0.487,0.254,Oct
1992-10-05,0.963,1.016,Oct
1992-10-06,4.843,0.254,Oct
1992-10-07,0.034,0.000,Oct
1992-10-08,0.135,0.000,Oct
1992-10-09,0.255,0.000,Oct
1992-10-10,0.544,0.254,Oct
1992-10-11,0.390,0.508,Oct
1992-10-12,0.059,0.000,Oct
1992-10-13,0.053,0.254,Oct
1992-10-14,0.003,0.254,Oct
1992-10-15,0.641,0.254,Oct
1992-10-16,0.011,0.000,Oct
1992-10-17,0.011,0.254,Oct
1992-10-18,0.465,0.000,Oct
1992-10-19,0.370,0.254,Oct
1992-10-20,0.068,0.254,Oct
1992-10-21,0.052,0.254,Oct
1992-10-22,0.294,0.254,Oct
1992-10-23,2.609,0.508,Oct
1992-10-24,0.105,0.254,Oct
1992-10-25,0.039,0.254,Oct
1992-10-26,3.521,0.254,Oct
1992-10-27,5.059,1.778,Oct
1992-10-28,1.707,0.254,Oct
1992-10-29,0.406,0.254,Oct
1992-10-30,0.594,0.508,Oct
1992-10-31,0.206,0.254,Oct
1992-11-01,0.009,0.000,Nov
1992-11-02,0.000,0.000,Nov
1992-11-03,0.000,0.254,Nov
1992-11-04,0.016,0.254,Nov
1992-11-05,0.058,0.254,Nov
1992-11-06,0.118,0.254,Nov
1992-11-07,4.368,1.016,Nov
1992-11-08,0.010,0.000,Nov
1992-11-09,1.153,1.016,Nov
1992-11-10,4.228,0.254,Nov
1992-11-11,0.027,0.254,Nov
1992-11-12,0.016,0.254,Nov
1992-11-13,0.006,0.000,Nov
1992-11-14,0.152,0.254,Nov
1992-11-15,0.380,0.254,Nov
1992-11-16,0.124,0.254,Nov
1992-11-17,0.085,0.000,Nov
1992-11-18,0.038,0.000,Nov
1992-11-19,0.050,0.000,Nov
1992-11-20,0.197,0.254,Nov
1992-11-21,0.085,0.254,Nov
1992-11-22,0.202,0.254,Nov
1992-11-23,0.281,0.254,Nov
1992-11-24,0.398,0.254,Nov
1992-11-25,9.887,0.762,Nov
1992-11-26,7.128,1.016,Nov
1992-11-27,2.477,1.270,Nov
1992-11-28,1.471,0.254,Nov
1992-11-29,0.072,0.254,Nov
1992-11-30,1.321,0.254,Nov
1992-12-01,1.128,0.254,Dec
1992-12-02,2.525,0.254,Dec
1992-12-03,1.809,0.762,Dec
1992-12-04,0.640,0.254,Dec
1992-12-05,0.068,0.000,Dec
1992-12-06,0.041,0.000,Dec
1992-12-07,0.108,0.000,Dec
1992-12-08,0.075,0.000,Dec
1992-12-09,0.055,0.000,Dec
1992-12-10,0.039,0.000,Dec
1992-12-11,0.118,0.254,Dec
1992-12-12,0.066,0.254,Dec
1992-12-13,0.408,0.000,Dec
1992-12-14,0.188,0.254,Dec
1992-12-15,0.047,0.254,Dec
1992-12-16,0.057,0.000,Dec
1992-12-17,1.589,0.254,Dec
1992-12-18,0.829,0.508,Dec
1992-12-19,0.171,0.254,Dec
1992-12-20,0.113,0.254,Dec
1992-12-21,0.372,0.254,Dec
1992-12-22,0.344,0.254,Dec
1992-12-23,0.177,0.000,Dec
1992-12-24,0.058,0.000,Dec
1992-12-25,0.036,0.000,Dec
1992-12-26,0.019,0.000,Dec
1992-12-27,0.014,0.000,Dec
1992-12-28,1.240,0.762,Dec
1992-12-29,2.886,3.048,Dec
1992-12-30,2.849,0.254,Dec
1992-12-31,7.180,0.508,Dec
1993-01-01,0.883,0.254,Jan
1993-01-02,0.659,0.254,Jan
1993-01-03,0.660,0.254,Jan
1993-01-04,1.633,0.762,Jan
1993-01-05,6.906,1.524,Jan
1993-01-06,2.564,0.508,Jan
1993-01-07,0.829,0.508,Jan
1993-01-08,0.260,0.254,Jan
1993-01-09,0.743,0.254,Jan
1993-01-10,1.343,0.254,Jan
1993-01-11,0.522,1.524,Jan
1993-01-12,1.909,3.556,Jan
1993-01-13,3.384,1.016,Jan
1993-01-14,0.163,0.254,Jan
1993-01-15,0.258,0.254,Jan
1993-01-16,0.511,0.254,Jan
1993-01-17,0.188,0.000,Jan
1993-01-18,0.306,0.254,Jan
1993-01-19,0.365,0.000,Jan
1993-01-20,0.104,0.000,Jan
1993-01-21,0.600,0.254,Jan
1993-01-22,0.805,0.254,Jan
1993-01-23,0.611,0.254,Jan
1993-01-24,0.232,0.254,Jan
1993-01-25,0.121,0.000,Jan
1993-01-26,0.088,0.000,Jan
1993-01-27,0.071,0.000,Jan
1993-01-28,1.608,0.254,Jan
1993-01-29,3.529,1.016,Jan
1993-01-30,0.253,0.000,Jan
1993-01-31,0.088,0.000,Jan
1993-02-01,0.247,0.000,Feb
1993-02-02,0.273,0.254,Feb
1993-02-03,0.051,0.000,Feb
1993-02-04,0.039,0.254,Feb
1993-02-05,0.094,0.254,Feb
1993-02-06,2.115,2.540,Feb
1993-02-07,0.628,0.000,Feb
1993-02-08,0.050,0.000,Feb
1993-02-09,0.311,0.254,Feb
1993-02-10,0.133,0.254,Feb
1993-02-11,0.014,0.000,Feb
1993-02-12,0.019,0.000,Feb
1993-02-13,0.003,0.000,Feb
1993-02-14,0.002,0.000,Feb
1993-02-15,0.022,0.254,Feb
1993-02-16,0.257,0.254,Feb
1993-02-17,0.011,0.000,Feb
1993-02-18,0.288,0.000,Feb
1993-02-19,0.738,1.270,Feb
1993-02-20,2.264,0.254,Feb
1993-02-21,0.026,0.254,Feb
1993-02-22,0.248,0.254,Feb
1993-02-23,0.009,0.000,Feb
1993-02-24,0.053,0.000,Feb
1993-02-25,0.078,0.000,Feb
1993-02-26,0.826,0.254,Feb
1993-02-27,2.354,0.254,Feb
1993-02-28,0.144,0.254,Feb
1993-03-01,1.346,0.762,Mar
1993-03-02,0.024,0.000,Mar
1993-03-03,0.012,0.000,Mar
1993-03-04,0.245,0.508,Mar
1993-03-05,0.083,0.254,Mar
1993-03-06,0.122,0.254,Mar
1993-03-07,0.092,0.000,Mar
1993-03-08,0.051,0.000,Mar
1993-03-09,0.089,0.254,Mar
1993-03-10,1.142,0.254,Mar
1993-03-11,0.033,0.254,Mar
1993-03-12,0.050,0.254,Mar
1993-03-13,0.006,0.000,Mar
1993-03-14,0.014,0.000,Mar
1993-03-15,0.209,0.254,Mar
1993-03-16,0.080,0.000,Mar
1993-03-17,0.101,0.000,Mar
1993-03-18,0.463,0.254,Mar
1993-03-19,0.029,0.254,Mar
1993-03-20,0.006,0.000,Mar
1993-03-21,0.742,0.762,Mar
1993-03-22,2.147,0.254,Mar
1993-03-23,0.861,0.254,Mar
1993-03-24,1.206,0.254,Mar
1993-03-25,0.104,0.254,Mar
1993-03-26,0.201,0.254,Mar
1993-03-27,0.000,0.000,Mar
1993-03-28,0.007,0.254,Mar
1993-03-29,0.344,0.254,Mar
1993-03-30,0.019,0.000,Mar
1993-03-31,0.003,0.000,Mar
1993-04-01,0.013,0.000,Apr
1993-04-02,0.001,0.000,Apr
1993-04-03,0.066,0.254,Apr
1993-04-04,0.279,0.254,Apr
1993-04-05,1.537,0.254,Apr
1993-04-06,1.127,0.254,Apr
1993-04-07,0.197,0.254,Apr
1993-04-08,0.009,0.254,Apr
1993-04-09,0.063,0.000,Apr
1993-04-10,0.121,0.254,Apr
1993-04-11,0.093,0.254,Apr
1993-04-12,0.035,0.254,Apr
1993-04-13,0.177,0.254,Apr
1993-04-14,0.032,0.254,Apr
1993-04-15,0.043,0.254,Apr
1993-04-16,0.186,0.254,Apr
1993-04-17,0.006,0.254,Apr
1993-04-18,0.035,0.254,Apr
1993-04-19,1.549,0.508,Apr
1993-04-20,0.040,0.254,Apr
1993-04-21,0.079,0.254,Apr
1993-04-22,0.050,0.254,Apr
1993-04-23,0.007,0.000,Apr
1993-04-24,0.032,0.000,Apr
1993-04-25,0.002,0.254,Apr
1993-04-26,0.000,0.000,Apr
1993-04-27,0.001,0.000,Apr
1993-04-28,0.029,0.000,Apr
1993-04-29,0.022,0.000,Apr
1993-04-30,0.041,0.000,Apr
1993-05-01,0.027,0.000,May
1993-05-02,0.029,0.000,May
1993-05-03,0.012,0.000,May
1993-05-04,0.062,0.254,May
1993-05-05,0.175,0.254,May
1993-05-06,1.690,0.254,May
1993-05-07,1.209,0.254,May
1993-05-08,0.208,0.254,May
1993-05-09,0.749,0.254,May
1993-05-10,0.240,0.254,May
1993-05-11,4.842,1.524,May
1993-05-12,0.031,0.254,May
1993-05-13,0.015,0.000,May
1993-05-14,0.100,0.000,May
1993-05-15,0.255,0.254,May
1993-05-16,0.552,0.254,May
1993-05-17,0.275,0.254,May
1993-05-18,0.153,0.254,May
1993-05-19,0.409,0.000,May
1993-05-20,0.000,0.000,May
1993-05-21,0.000,0.000,May
1993-05-22,0.000,0.000,May
1993-05-23,0.010,0.000,May
1993-05-24,0.003,0.000,May
1993-05-25,0.007,0.000,May
1993-05-26,0.945,0.000,May
1993-05-27,0.446,0.254,May
1993-05-28,0.735,0.508,May
1993-05-29,0.216,0.000,May
1993-05-30,0.103,0.254,May
1993-05-31,0.264,0.000,May
1993-06-01,0.153,0.254,Jun
1993-06-02,0.044,0.254,Jun
1993-06-03,0.314,0.254,Jun
1993-06-04,0.092,0.000,Jun
1993-06-05,0.006,0.254,Jun
1993-06-06,0.000,0.000,Jun
1993-06-07,3.136,2.794,Jun
1993-06-08,0.215,0.000,Jun
1993-06-09,1.949,0.254,Jun
1993-06-10,1.822,5.842,Jun
1993-06-11,0.424,0.000,Jun
1993-06-12,0.273,0.254,Jun
1993-06-13,0.312,0.000,Jun
1993-06-14,0.349,0.254,Jun
1993-06-15,2.618,0.254,Jun
1993-06-16,0.348,0.000,Jun
1993-06-17,0.365,0.000,Jun
1993-06-18,0.246,0.000,Jun
1993-06-19,0.322,0.254,Jun
1993-06-20,0.424,0.254,Jun
1993-06-21,0.295,0.254,Jun
1993-06-22,0.291,0.254,Jun
1993-06-23,0.480,0.254,Jun
1993-06-24,0.987,0.254,Jun
1993-06-25,0.187,0.254,Jun
1993-06-26,0.230,1.270,Jun
1993-06-27,0.290,0.254,Jun
1993-06-28,0.192,0.254,Jun
1993-06-29,0.187,0.254,Jun
1993-06-30,0.439,0.000,Jun
1993-07-01,0.423,0.254,Jul
1993-07-02,0.744,0.254,Jul
1993-07-03,0.852,0.254,Jul
1993-07-04,0.574,0.000,Jul
1993-07-05,0.414,0.000,Jul
1993-07-06,0.591,1.524,Jul
1993-07-07,0.545,0.000,Jul
1993-07-08,0.339,0.254,Jul
1993-07-09,0.207,0.000,Jul
1993-07-10,0.511,0.254,Jul
1993-07-11,0.469,0.000,Jul
1993-07-12,0.343,0.000,Jul
1993-07-13,0.841,0.762,Jul
1993-07-14,1.485,0.254,Jul
1993-07-15,0.319,0.254,Jul
1993-07-16,0.494,0.254,Jul
1993-07-17,1.495,4.064,Jul
1993-07-18,0.441,0.000,Jul
1993-07-19,0.531,0.508,Jul
1993-07-20,0.293,0.254,Jul
1993-07-21,0.623,0.254,Jul
1993-07-22,0.153,0.254,Jul
1993-07-23,0.162,0.254,Jul
1993-07-24,0.763,0.762,Jul
1993-07-25,0.084,0.254,Jul
1993-07-26,0.032,0.000,Jul
1993-07-27,0.249,0.000,Jul
1993-07-28,0.161,0.254,Jul
1993-07-29,2.078,4.572,Jul
1993-07-30,0.092,0.254,Jul
1993-07-31,4.814,3.810,Jul
1993-08-01,2.835,4.826,Aug
1993-08-02,10.537,4.572,Aug
1993-08-03,3.459,0.254,Aug
1993-08-04,0.246,0.254,Aug
1993-08-05,0.153,0.254,Aug
1993-08-06,0.065,0.000,Aug
1993-08-07,0.232,0.254,Aug
1993-08-08,0.099,0.000,Aug
1993-08-09,0.647,0.254,Aug
1993-08-10,0.353,0.254,Aug
1993-08-11,0.208,0.254,Aug
1993-08-12,0.233,0.254,Aug
1993-08-13,0.126,0.000,Aug
1993-08-14,0.156,0.254,Aug
1993-08-15,0.166,0.762,Aug
1993-08-16,4.895,0.254,Aug
1993-08-17,0.005,0.254,Aug
1993-08-18,1.627,0.254,Aug
1993-08-19,0.422,0.254,Aug
1993-08-20,0.005,0.254,Aug
1993-08-21,7.458,0.762,Aug
1993-08-22,0.020,0.254,Aug
1993-08-23,0.272,1.524,Aug
1993-08-24,0.102,1.778,Aug
1993-08-25,3.221,4.572,Aug
1993-08-26,0.220,0.000,Aug
1993-08-27,0.104,0.000,Aug
1993-08-28,1.322,2.794,Aug
1993-08-29,4.951,1.016,Aug
1993-08-30,0.095,0.254,Aug
1993-08-31,0.056,1.778,Aug
1993-09-01,0.132,0.762,Sep
1993-09-02,0.780,0.254,Sep
1993-09-03,12.269,4.572,Sep
1993-09-04,5.336,1.524,Sep
1993-09-05,1.233,1.016,Sep
1993-09-06,3.368,3.048,Sep
1993-09-07,0.884,0.254,Sep
1993-09-08,2.393,0.762,Sep
1993-09-09,1.194,1.016,Sep
1993-09-10,1.395,0.254,Sep
1993-09-11,0.004,0.000,Sep
1993-09-12,0.012,0.000,Sep
1993-09-13,0.196,0.000,Sep
1993-09-14,8.355,4.064,Sep
1993-09-15,0.152,0.254,Sep
1993-09-16,37.443,4.826,Sep
1993-09-17,12.866,1.016,Sep
1993-09-18,6.006,2.286,Sep
1993-09-19,2.810,2.286,Sep
1993-09-20,0.607,2.032,Sep
1993-09-21,6.168,5.588,Sep
1993-09-22,0.465,0.254,Sep
1993-09-23,1.811,0.254,Sep
1993-09-24,0.649,0.254,Sep
1993-09-25,0.705,0.254,Sep
1993-09-26,1.759,1.778,Sep
1993-09-27,1.790,0.254,Sep
1993-09-28,1.047,0.762,Sep
1993-09-29,0.105,0.254,Sep
1993-09-30,0.108,0.254,Sep
1993-10-01,17.206,1.524,Oct
1993-10-02,0.164,0.254,Oct
1993-10-03,3.387,0.508,Oct
1993-10-04,0.180,0.254,Oct
1993-10-05,0.001,0.000,Oct
1993-10-06,1.570,0.254,Oct
1993-10-07,0.408,0.254,Oct
1993-10-08,0.367,0.254,Oct
1993-10-09,2.091,0.508,Oct
1993-10-10,4.580,3.556,Oct
1993-10-11,1.562,0.254,Oct
1993-10-12,0.001,0.000,Oct
1993-10-13,0.000,0.000,Oct
1993-10-14,6.053,2.032,Oct
1993-10-15,9.332,1.778,Oct
1993-10-16,3.727,0.254,Oct
1993-10-17,2.227,0.254,Oct
1993-10-18,1.002,0.508,Oct
1993-10-19,0.765,0.762,Oct
1993-10-20,0.096,0.000,Oct
1993-10-21,0.079,0.254,Oct
1993-10-22,0.586,0.254,Oct
1993-10-23,1.338,0.254,Oct
1993-10-24,3.416,0.254,Oct
1993-10-25,0.721,0.254,Oct
1993-10-26,0.099,0.000,Oct
1993-10-27,0.006,0.254,Oct
1993-10-28,0.013,0.254,Oct
1993-10-29,0.023,0.254,Oct
1993-10-30,0.059,0.254,Oct
1993-10-31,3.257,0.254,Oct
1993-11-01,0.201,0.254,Nov
1993-11-02,0.419,0.000,Nov
1993-11-03,0.341,0.254,Nov
1993-11-04,0.508,0.254,Nov
1993-11-05,0.059,0.254,Nov
1993-11-06,2.362,0.762,Nov
1993-11-07,0.127,0.254,Nov
1993-11-08,0.045,0.254,Nov
1993-11-09,0.021,0.254,Nov
1993-11-10,0.085,0.254,Nov
1993-11-11,0.230,0.254,Nov
1993-11-12,0.156,0.254,Nov
1993-11-13,0.079,0.254,Nov
1993-11-14,0.191,0.254,Nov
1993-11-15,0.065,0.254,Nov
1993-11-16,1.157,0.254,Nov
1993-11-17,0.703,0.254,Nov
1993-11-18,0.271,0.254,Nov
1993-11-19,0.108,0.000,Nov
1993-11-20,0.500,0.254,Nov
1993-11-21,4.250,3.302,Nov
1993-11-22,3.742,1.016,Nov
1993-11-23,1.139,0.254,Nov
1993-11-24,0.059,0.254,Nov
1993-11-25,0.036,0.254,Nov
1993-11-26,0.059,0.254,Nov
1993-11-27,0.036,0.000,Nov
1993-11-28,0.026,0.000,Nov
1993-11-29,0.027,0.254,Nov
1993-11-30,0.036,0.000,Nov
1993-12-01,0.053,0.000,Dec
1993-12-02,0.347,0.000,Dec
1993-12-03,1.502,0.254,Dec
1993-12-04,1.447,0.762,Dec
1993-12-05,0.064,0.254,Dec
1993-12-06,1.687,0.254,Dec
1993-12-07,1.406,0.254,Dec
1993-12-08,0.056,0.000,Dec
1993-12-09,0.007,0.000,Dec
1993-12-10,0.333,0.762,Dec
1993-12-11,0.371,0.254,Dec
1993-12-12,0.234,0.254,Dec
1993-12-13,0.052,0.000,Dec
1993-12-14,0.085,0.254,Dec
1993-12-15,0.069,0.000,Dec
1993-12-16,0.134,0.000,Dec
1993-12-17,0.169,0.000,Dec
1993-12-18,0.173,0.000,Dec
1993-12-19,0.755,0.000,Dec
1993-12-20,0.886,0.254,Dec
1993-12-21,0.034,0.000,Dec
1993-12-22,0.043,0.000,Dec
1993-12-23,0.414,0.000,Dec
1993-12-24,1.137,0.254,Dec
1993-12-25,1.556,0.254,Dec
1993-12-26,0.925,0.254,Dec
1993-12-27,0.071,0.254,Dec
1993-12-28,0.048,0.000,Dec
1993-12-29,0.032,0.000,Dec
1993-12-30,0.000,0.000,Dec
1993-12-31,0.000,0.000,Dec
1994-01-01,0.000,0.000,Jan
1994-01-02,0.000,0.000,Jan
1994-01-03,0.000,0.000,Jan
1994-01-04,0.000,0.000,Jan
1994-01-05,0.007,0.000,Jan
1994-01-06,0.039,0.000,Jan
1994-01-07,0.091,0.254,Jan
1994-01-08,0.027,0.254,Jan
1994-01-09,0.065,0.000,Jan
1994-01-10,0.084,0.000,Jan
1994-01-11,0.144,0.254,Jan
1994-01-12,0.052,0.000,Jan
1994-01-13,0.000,0.000,Jan
1994-01-14,0.000,0.000,Jan
1994-01-15,0.004,0.000,Jan
1994-01-16,0.000,0.000,Jan
1994-01-17,0.012,0.254,Jan
1994-01-18,0.071,0.254,Jan
1994-01-19,0.045,0.254,Jan
1994-01-20,0.048,0.000,Jan
1994-01-21,0.077,0.000,Jan
1994-01-22,0.059,0.000,Jan
1994-01-23,0.065,0.254,Jan
1994-01-24,3.615,0.762,Jan
1994-01-25,2.315,0.508,Jan
1994-01-26,2.080,0.000,Jan
1994-01-27,0.027,0.000,Jan
1994-01-28,0.024,0.000,Jan
1994-01-29,0.642,0.254,Jan
1994-01-30,0.166,0.254,Jan
1994-01-31,0.399,0.254,Jan
1994-02-01,1.595,0.508,Feb
1994-02-02,0.005,0.254,Feb
1994-02-03,0.002,0.254,Feb
1994-02-04,0.921,0.254,Feb
1994-02-05,0.748,0.254,Feb
1994-02-06,0.034,0.000,Feb
1994-02-07,0.064,0.000,Feb
1994-02-08,0.024,0.254,Feb
1994-02-09,0.111,0.000,Feb
1994-02-10,0.363,0.254,Feb
1994-02-11,1.098,0.254,Feb
1994-02-12,0.306,0.254,Feb
1994-02-13,0.073,0.254,Feb
1994-02-14,0.154,0.000,Feb
1994-02-15,0.067,0.254,Feb
1994-02-16,0.026,0.000,Feb
1994-02-17,0.051,0.000,Feb
1994-02-18,0.028,0.000,Feb
1994-02-19,0.003,0.000,Feb
1994-02-20,0.005,0.000,Feb
1994-02-21,0.025,0.000,Feb
1994-02-22,0.055,0.000,Feb
1994-02-23,0.329,0.000,Feb
1994-02-24,0.024,0.000,Feb
1994-02-25,0.018,0.000,Feb
1994-02-26,0.396,0.000,Feb
1994-02-27,0.141,0.000,Feb
1994-02-28,0.073,0.000,Feb
1994-03-01,0.117,0.254,Mar
1994-03-02,0.378,0.254,Mar
1994-03-03,4.934,1.270,Mar
1994-03-04,0.079,0.254,Mar
1994-03-05,0.052,0.254,Mar
1994-03-06,0.286,0.254,Mar
1994-03-07,0.062,0.000,Mar
1994-03-08,0.069,0.254,Mar
1994-03-09,0.093,0.254,Mar
1994-03-10,0.136,0.000,Mar
1994-03-11,4.053,0.508,Mar
1994-03-12,3.531,0.254,Mar
1994-03-13,1.762,0.254,Mar
1994-03-14,0.088,0.000,Mar
1994-03-15,0.003,0.254,Mar
1994-03-16,0.066,0.000,Mar
1994-03-17,0.158,0.254,Mar
1994-03-18,0.161,0.254,Mar
1994-03-19,0.185,0.254,Mar
1994-03-20,0.157,0.000,Mar
1994-03-21,0.101,0.000,Mar
1994-03-22,0.102,0.000,Mar
1994-03-23,0.072,0.000,Mar
1994-03-24,0.250,0.000,Mar
1994-03-25,4.539,0.762,Mar
1994-03-26,0.356,0.254,Mar
1994-03-27,0.023,0.000,Mar
1994-03-28,1.681,0.254,Mar
1994-03-29,4.403,0.254,Mar
1994-03-30,0.003,0.000,Mar
1994-03-31,0.000,0.000,Mar
1994-04-01,0.001,0.000,Apr
1994-04-02,0.203,0.000,Apr
1994-04-03,0.074,0.254,Apr
1994-04-04,2.296,0.508,Apr
1994-04-05,0.064,0.254,Apr
1994-04-06,1.078,0.254,Apr
1994-04-07,0.003,0.000,Apr
1994-04-08,0.000,0.000,Apr
1994-04-09,0.007,0.000,Apr
1994-04-10,0.035,0.254,Apr
1994-04-11,0.078,0.000,Apr
1994-04-12,0.091,0.254,Apr
1994-04-13,1.010,0.254,Apr
1994-04-14,0.567,0.000,Apr
1994-04-15,0.072,0.000,Apr
1994-04-16,0.111,0.254,Apr
1994-04-17,0.286,0.000,Apr
1994-04-18,0.014,0.000,Apr
1994-04-19,0.001,0.000,Apr
1994-04-20,0.021,0.000,Apr
1994-04-21,1.167,0.254,Apr
1994-04-22,0.553,0.254,Apr
1994-04-23,0.121,0.254,Apr
1994-04-24,0.052,0.254,Apr
1994-04-25,0.093,0.000,Apr
1994-04-26,0.151,0.254,Apr
1994-04-27,0.025,0.254,Apr
1994-04-28,0.140,0.254,Apr
1994-04-29,1.019,0.254,Apr
1994-04-30,0.023,0.000,Apr
1994-05-01,0.679,1.016,May
1994-05-02,0.275,0.254,May
1994-05-03,0.008,0.254,May
1994-05-04,0.686,0.254,May
1994-05-05,0.340,0.254,May
1994-05-06,0.459,0.254,May
1994-05-07,0.076,0.254,May
1994-05-08,0.097,0.254,May
1994-05-09,0.228,0.254,May
1994-05-10,0.098,0.000,May
1994-05-11,0.005,0.254,May
1994-05-12,0.004,0.254,May
1994-05-13,0.003,0.254,May
1994-05-14,0.001,0.254,May
1994-05-15,0.000,0.254,May
1994-05-16,0.127,0.000,May
1994-05-17,0.022,0.000,May
1994-05-18,0.000,0.000,May
1994-05-19,3.542,0.254,May
1994-05-20,0.233,0.000,May
1994-05-21,0.244,0.000,May
1994-05-22,0.362,0.000,May
1994-05-23,1.550,6.350,May
1994-05-24,2.228,0.000,May
1994-05-25,0.005,0.000,May
1994-05-26,0.003,0.254,May
1994-05-27,0.017,0.254,May
1994-05-28,0.017,0.254,May
1994-05-29,0.034,0.254,May
1994-05-30,0.050,0.254,May
1994-05-31,0.017,0.508,May
1994-06-01,0.014,0.254,Jun
1994-06-02,0.081,0.000,Jun
1994-06-03,0.080,0.254,Jun
1994-06-04,0.063,0.000,Jun
1994-06-05,0.090,0.000,Jun
1994-06-06,0.114,0.000,Jun
1994-06-07,0.288,0.000,Jun
1994-06-08,0.052,0.000,Jun
1994-06-09,0.329,0.000,Jun
1994-06-10,0.427,0.000,Jun
1994-06-11,0.512,0.000,Jun
1994-06-12,0.719,0.254,Jun
1994-06-13,0.446,0.254,Jun
1994-06-14,0.349,0.254,Jun
1994-06-15,0.169,0.508,Jun
1994-06-16,0.291,0.254,Jun
1994-06-17,0.357,0.508,Jun
1994-06-18,2.540,1.016,Jun
1994-06-19,0.840,0.254,Jun
1994-06-20,1.979,1.016,Jun
1994-06-21,0.777,0.254,Jun
1994-06-22,0.119,0.254,Jun
1994-06-23,0.043,0.254,Jun
1994-06-24,0.256,0.254,Jun
1994-06-25,0.211,0.254,Jun
1994-06-26,0.012,0.000,Jun
1994-06-27,0.073,0.000,Jun
1994-06-28,2.186,0.254,Jun
1994-06-29,2.466,0.254,Jun
1994-06-30,4.917,0.508,Jun
1994-07-01,0.392,0.000,Jul
1994-07-02,0.995,0.254,Jul
1994-07-03,1.951,0.254,Jul
1994-07-04,1.138,0.000,Jul
1994-07-05,4.090,1.016,Jul
1994-07-06,1.087,0.254,Jul
1994-07-07,1.897,0.508,Jul
1994-07-08,4.247,0.254,Jul
1994-07-09,0.909,1.524,Jul
1994-07-10,0.505,0.000,Jul
1994-07-11,0.551,0.000,Jul
1994-07-12,0.448,0.000,Jul
1994-07-13,0.809,0.000,Jul
1994-07-14,0.244,0.000,Jul
1994-07-15,0.468,0.000,Jul
1994-07-16,0.543,0.000,Jul
1994-07-17,0.563,0.000,Jul
1994-07-18,0.423,0.000,Jul
1994-07-19,0.344,0.000,Jul
1994-07-20,1.109,1.016,Jul
1994-07-21,3.257,0.762,Jul
1994-07-22,8.025,5.334,Jul
1994-07-23,1.030,2.540,Jul
1994-07-24,0.142,0.254,Jul
1994-07-25,0.128,0.000,Jul
1994-07-26,0.375,0.000,Jul
1994-07-27,0.402,0.000,Jul
1994-07-28,0.416,0.000,Jul
1994-07-29,0.993,0.254,Jul
1994-07-30,0.519,0.000,Jul
1994-07-31,12.317,1.270,Jul
1994-08-01,2.255,3.556,Aug
1994-08-02,0.848,0.254,Aug
1994-08-03,0.271,0.254,Aug
1994-08-04,1.804,0.000,Aug
1994-08-05,0.215,0.000,Aug
1994-08-06,0.220,0.000,Aug
1994-08-07,0.806,6.858,Aug
1994-08-08,1.152,0.508,Aug
1994-08-09,0.382,0.000,Aug
1994-08-10,3.936,0.508,Aug
1994-08-11,0.185,0.254,Aug
1994-08-12,0.978,0.762,Aug
1994-08-13,4.424,2.540,Aug
1994-08-14,2.803,0.508,Aug
1994-08-15,0.303,0.254,Aug
1994-08-16,8.445,4.064,Aug
1994-08-17,14.337,13.716,Aug
1994-08-18,13.648,5.080,Aug
1994-08-19,0.163,0.762,Aug
1994-08-20,8.707,9.144,Aug
1994-08-21,1.313,0.254,Aug
1994-08-22,0.082,0.254,Aug
1994-08-23,2.849,1.016,Aug
1994-08-24,0.121,0.508,Aug
1994-08-25,4.179,0.508,Aug
1994-08-26,4.696,0.508,Aug
1994-08-27,0.000,0.000,Aug
1994-08-28,0.088,0.000,Aug
1994-08-29,0.000,0.254,Aug
1994-08-30,0.000,0.000,Aug
1994-08-31,0.280,0.254,Aug
1994-09-01,0.362,1.778,Sep
1994-09-02,0.047,0.508,Sep
1994-09-03,1.896,3.048,Sep
1994-09-04,0.291,0.254,Sep
1994-09-05,6.642,2.540,Sep
1994-09-06,0.799,0.000,Sep
1994-09-07,1.918,0.254,Sep
1994-09-08,0.008,0.000,Sep
1994-09-09,0.000,0.000,Sep
1994-09-10,0.000,0.000,Sep
1994-09-11,0.024,0.000,Sep
1994-09-12,0.086,0.254,Sep
1994-09-13,0.017,0.254,Sep
1994-09-14,0.002,0.000,Sep
1994-09-15,0.018,0.254,Sep
1994-09-16,0.001,0.000,Sep
1994-09-17,0.022,0.254,Sep
1994-09-18,0.007,0.254,Sep
1994-09-19,0.009,0.254,Sep
1994-09-20,0.001,0.000,Sep
1994-09-21,0.003,0.000,Sep
