,precip_mm_ERA5_4km,FAIRBANKS INTL AP,month
1960-10-28,0.204,0.254,Oct
1960-10-29,0.019,0.000,Oct
1960-10-30,0.002,0.254,Oct
1960-10-31,0.755,0.254,Oct
1960-11-01,0.296,1.270,Nov
1960-11-02,0.065,0.000,Nov
1960-11-03,0.884,0.508,Nov
1960-11-04,0.003,0.000,Nov
1960-11-05,0.050,0.000,Nov
1960-11-06,0.043,0.254,Nov
1960-11-07,0.073,0.000,Nov
1960-11-08,0.194,0.000,Nov
1960-11-09,0.000,0.000,Nov
1960-11-10,0.000,0.000,Nov
1960-11-11,0.002,0.000,Nov
1960-11-12,0.536,0.254,Nov
1960-11-13,1.641,0.254,Nov
1960-11-14,0.782,0.254,Nov
1960-11-15,0.420,1.016,Nov
1960-11-16,0.004,0.000,Nov
1960-11-17,0.014,0.254,Nov
1960-11-18,0.351,1.778,Nov
1960-11-19,1.676,0.254,Nov
1960-11-20,0.010,0.000,Nov
1960-11-21,0.000,0.000,Nov
1960-11-22,0.000,0.000,Nov
1960-11-23,0.000,0.000,Nov
1960-11-24,0.000,0.000,Nov
1960-11-25,0.000,0.000,Nov
1960-11-26,0.000,0.000,Nov
1960-11-27,1.991,0.508,Nov
1960-11-28,6.554,4.572,Nov
1960-11-29,0.034,0.254,Nov
1960-11-30,0.507,0.254,Nov
1960-12-01,0.455,0.254,Dec
1960-12-02,0.037,0.000,Dec
1960-12-03,0.012,0.254,Dec
1960-12-04,0.000,0.000,Dec
1960-12-05,0.591,0.000,Dec
1960-12-06,0.003,0.000,Dec
1960-12-07,0.315,0.000,Dec
1960-12-08,0.001,0.000,Dec
1960-12-09,0.816,0.000,Dec
1960-12-10,0.018,0.000,Dec
1960-12-11,0.001,1.016,Dec
1960-12-12,1.274,1.524,Dec
1960-12-13,1.766,0.000,Dec
1960-12-14,0.179,0.254,Dec
1960-12-15,0.005,0.000,Dec
1960-12-16,0.000,0.000,Dec
1960-12-17,0.000,0.000,Dec
1960-12-18,0.000,0.000,Dec
1960-12-19,0.000,0.000,Dec
1960-12-20,0.000,0.000,Dec
1960-12-21,0.200,0.000,Dec
1960-12-22,0.041,0.000,Dec
1960-12-23,0.000,0.000,Dec
1960-12-24,0.015,0.254,Dec
1960-12-25,0.022,0.000,Dec
1960-12-26,0.012,0.000,Dec
1960-12-27,0.043,0.000,Dec
1960-12-28,0.814,0.254,Dec
1960-12-29,1.316,3.048,Dec
1960-12-30,0.471,0.254,Dec
1960-12-31,0.042,0.254,Dec
1961-01-01,0.110,0.000,Jan
1961-01-02,5.112,4.318,Jan
1961-01-03,0.023,0.000,Jan
1961-01-04,0.000,0.000,Jan
1961-01-05,0.004,0.508,Jan
1961-01-06,0.778,0.508,Jan
1961-01-07,0.020,0.254,Jan
1961-01-08,0.000,0.254,Jan
1961-01-09,0.000,0.000,Jan
1961-01-10,0.001,0.000,Jan
1961-01-11,0.047,0.000,Jan
1961-01-12,0.002,0.000,Jan
1961-01-13,0.000,0.000,Jan
1961-01-14,0.000,0.000,Jan
1961-01-15,0.000,0.254,Jan
1961-01-16,0.000,0.254,Jan
1961-01-17,0.000,0.000,Jan
1961-01-18,0.000,0.000,Jan
1961-01-19,0.168,0.000,Jan
1961-01-20,0.084,0.000,Jan
1961-01-21,0.024,0.254,Jan
1961-01-22,0.336,1.016,Jan
1961-01-23,0.026,0.000,Jan
1961-01-24,0.000,0.000,Jan
1961-01-25,0.219,0.000,Jan
1961-01-26,0.219,0.254,Jan
1961-01-27,0.010,0.000,Jan
1961-01-28,0.000,0.000,Jan
1961-01-29,0.000,0.000,Jan
1961-01-30,0.000,0.000,Jan
1961-01-31,0.000,0.000,Jan
1961-02-01,0.000,0.254,Feb
1961-02-02,0.060,0.254,Feb
1961-02-03,0.277,0.254,Feb
1961-02-04,1.298,0.000,Feb
1961-02-05,0.031,0.000,Feb
1961-02-06,2.263,0.254,Feb
1961-02-07,1.970,0.762,Feb
1961-02-08,0.137,0.508,Feb
1961-02-09,4.242,2.540,Feb
1961-02-10,0.078,0.254,Feb
1961-02-11,0.000,0.000,Feb
1961-02-12,0.008,0.254,Feb
1961-02-13,0.034,0.254,Feb
1961-02-14,0.312,0.000,Feb
1961-02-15,0.003,0.000,Feb
1961-02-16,0.261,0.000,Feb
1961-02-17,0.000,0.000,Feb
1961-02-18,0.000,0.000,Feb
1961-02-19,0.000,0.000,Feb
1961-02-20,0.000,0.000,Feb
1961-02-21,0.000,0.000,Feb
1961-02-22,0.000,0.000,Feb
1961-02-23,0.000,0.000,Feb
1961-02-24,0.016,0.254,Feb
1961-02-25,0.000,0.000,Feb
1961-02-26,0.016,0.254,Feb
1961-02-27,0.861,0.254,Feb
1961-02-28,1.706,0.254,Feb
1961-03-01,1.392,0.254,Mar
1961-03-02,0.071,0.000,Mar
1961-03-03,0.000,0.000,Mar
1961-03-04,0.000,0.000,Mar
1961-03-05,0.000,0.000,Mar
1961-03-06,0.000,0.000,Mar
1961-03-07,0.000,0.000,Mar
1961-03-08,0.000,0.000,Mar
1961-03-09,0.002,0.000,Mar
1961-03-10,0.005,0.000,Mar
1961-03-11,1.270,0.254,Mar
1961-03-12,0.845,0.254,Mar
1961-03-13,0.186,0.254,Mar
1961-03-14,0.069,0.000,Mar
1961-03-15,1.137,0.254,Mar
1961-03-16,0.592,0.254,Mar
1961-03-17,0.006,0.000,Mar
1961-03-18,0.232,0.000,Mar
1961-03-19,0.064,0.000,Mar
1961-03-20,0.016,0.000,Mar
1961-03-21,0.043,0.254,Mar
1961-03-22,0.248,0.000,Mar
1961-03-23,0.011,0.000,Mar
1961-03-24,0.074,0.254,Mar
1961-03-25,0.074,0.000,Mar
1961-03-26,0.000,0.000,Mar
1961-03-27,0.019,0.000,Mar
1961-03-28,0.000,0.000,Mar
1961-03-29,0.009,0.000,Mar
1961-03-30,0.219,0.000,Mar
1961-03-31,8.078,2.286,Mar
1961-04-01,1.949,0.508,Apr
1961-04-02,1.519,0.254,Apr
1961-04-03,2.293,0.762,Apr
1961-04-04,0.709,0.254,Apr
1961-04-05,0.022,0.000,Apr
1961-04-06,0.004,0.000,Apr
1961-04-07,2.112,0.254,Apr
1961-04-08,0.071,0.000,Apr
1961-04-09,3.386,0.254,Apr
1961-04-10,1.327,0.762,Apr
1961-04-11,0.783,0.762,Apr
1961-04-12,1.480,0.254,Apr
1961-04-13,1.674,0.254,Apr
1961-04-14,0.001,0.000,Apr
1961-04-15,0.878,0.000,Apr
1961-04-16,0.790,0.000,Apr
1961-04-17,0.000,0.000,Apr
1961-04-18,0.798,0.508,Apr
1961-04-19,0.343,0.254,Apr
1961-04-20,0.512,0.254,Apr
1961-04-21,0.004,0.000,Apr
1961-04-22,4.466,1.016,Apr
1961-04-23,2.224,0.254,Apr
1961-04-24,0.708,0.000,Apr
1961-04-25,4.123,4.318,Apr
1961-04-26,2.626,0.254,Apr
1961-04-27,1.275,0.254,Apr
1961-04-28,0.002,0.000,Apr
1961-04-29,0.000,0.000,Apr
1961-04-30,0.000,0.000,Apr
1961-05-01,0.000,0.000,May
1961-05-02,0.000,0.000,May
1961-05-03,0.000,0.000,May
1961-05-04,0.000,0.000,May
1961-05-05,0.000,0.000,May
1961-05-06,0.000,0.000,May
1961-05-07,0.000,0.000,May
1961-05-08,0.000,0.000,May
1961-05-09,0.000,0.000,May
1961-05-10,0.055,0.254,May
1961-05-11,17.771,0.762,May
1961-05-12,0.830,0.254,May
1961-05-13,0.279,0.000,May
1961-05-14,0.018,0.000,May
1961-05-15,1.099,0.254,May
1961-05-16,0.152,0.000,May
1961-05-17,0.048,0.000,May
1961-05-18,0.625,0.000,May
1961-05-19,1.791,0.254,May
1961-05-20,0.119,0.000,May
1961-05-21,0.486,0.254,May
1961-05-22,0.000,0.000,May
1961-05-23,2.776,0.254,May
1961-05-24,7.160,3.048,May
1961-05-25,7.062,0.508,May
1961-05-26,5.490,0.254,May
1961-05-27,4.107,1.524,May
1961-05-28,0.041,0.254,May
1961-05-29,0.283,0.000,May
1961-05-30,0.213,0.000,May
1961-05-31,2.900,0.254,May
1961-06-01,0.005,0.508,Jun
1961-06-02,15.488,0.000,Jun
1961-06-03,0.960,9.652,Jun
1961-06-04,3.585,0.254,Jun
1961-06-05,0.530,0.000,Jun
1961-06-06,2.798,0.254,Jun
1961-06-07,0.316,0.000,Jun
1961-06-08,0.071,0.000,Jun
1961-06-09,1.452,0.000,Jun
1961-06-10,1.784,0.254,Jun
1961-06-11,4.959,1.016,Jun
1961-06-12,2.341,0.762,Jun
1961-06-13,1.228,0.000,Jun
1961-06-14,0.930,0.254,Jun
1961-06-15,0.001,0.000,Jun
1961-06-16,0.447,0.254,Jun
1961-06-17,1.413,0.000,Jun
1961-06-18,0.037,0.000,Jun
1961-06-19,1.075,0.000,Jun
1961-06-20,0.012,0.000,Jun
1961-06-21,7.331,0.762,Jun
1961-06-22,4.288,0.254,Jun
1961-06-23,0.000,3.048,Jun
1961-06-24,0.967,0.762,Jun
1961-06-25,5.432,0.254,Jun
1961-06-26,0.086,0.000,Jun
1961-06-27,0.384,0.254,Jun
1961-06-28,0.000,0.000,Jun
1961-06-29,0.015,0.254,Jun
1961-06-30,5.098,0.254,Jun
1961-07-01,0.394,0.000,Jul
1961-07-02,5.714,4.318,Jul
1961-07-03,2.111,0.254,Jul
1961-07-04,1.849,0.508,Jul
1961-07-05,4.282,1.016,Jul
1961-07-06,0.060,0.000,Jul
1961-07-07,0.000,0.000,Jul
1961-07-08,0.894,0.000,Jul
1961-07-09,0.000,0.000,Jul
1961-07-10,0.499,0.000,Jul
1961-07-11,0.556,0.254,Jul
1961-07-12,21.461,1.778,Jul
1961-07-13,2.252,1.270,Jul
1961-07-14,0.036,0.254,Jul
1961-07-15,0.000,0.000,Jul
1961-07-16,0.638,0.254,Jul
1961-07-17,3.459,13.462,Jul
1961-07-18,13.342,0.254,Jul
1961-07-19,3.488,1.778,Jul
1961-07-20,0.893,0.508,Jul
1961-07-21,5.849,4.064,Jul
1961-07-22,2.443,2.794,Jul
1961-07-23,2.205,0.254,Jul
1961-07-24,0.033,0.000,Jul
1961-07-25,0.000,0.000,Jul
1961-07-26,0.000,0.000,Jul
1961-07-27,0.488,0.000,Jul
1961-07-28,35.600,9.398,Jul
1961-07-29,0.000,0.000,Jul
1961-07-30,4.954,12.446,Jul
1961-07-31,7.978,12.700,Jul
1961-08-01,0.012,0.000,Aug
1961-08-02,4.277,0.254,Aug
1961-08-03,4.051,4.318,Aug
1961-08-04,4.656,2.286,Aug
1961-08-05,2.526,3.302,Aug
1961-08-06,2.020,9.652,Aug
1961-08-07,0.000,0.000,Aug
1961-08-08,0.008,0.000,Aug
1961-08-09,0.662,0.000,Aug
1961-08-10,6.519,0.254,Aug
1961-08-11,0.008,1.524,Aug
1961-08-12,9.130,6.096,Aug
1961-08-13,0.028,3.302,Aug
1961-08-14,0.397,0.000,Aug
1961-08-15,0.053,0.000,Aug
1961-08-16,0.166,0.000,Aug
1961-08-17,0.016,0.000,Aug
1961-08-18,1.890,0.000,Aug
1961-08-19,0.394,0.254,Aug
1961-08-20,0.502,0.254,Aug
1961-08-21,0.207,0.254,Aug
1961-08-22,1.219,0.254,Aug
1961-08-23,0.662,5.588,Aug
1961-08-24,8.224,24.638,Aug
1961-08-25,1.809,11.684,Aug
1961-08-26,0.016,0.000,Aug
1961-08-27,0.000,0.000,Aug
1961-08-28,0.000,0.000,Aug
1961-08-29,0.000,0.000,Aug
1961-08-30,0.013,0.000,Aug
1961-08-31,0.322,0.000,Aug
1961-09-01,0.000,0.000,Sep
1961-09-02,0.026,0.254,Sep
1961-09-03,2.061,3.810,Sep
1961-09-04,0.080,0.000,Sep
1961-09-05,0.858,0.254,Sep
1961-09-06,1.610,0.254,Sep
1961-09-07,1.876,0.508,Sep
1961-09-08,0.260,0.254,Sep
1961-09-09,0.000,0.000,Sep
1961-09-10,1.021,0.254,Sep
1961-09-11,2.815,0.254,Sep
1961-09-12,0.769,0.254,Sep
1961-09-13,0.261,0.254,Sep
1961-09-14,0.004,0.254,Sep
1961-09-15,0.472,0.254,Sep
1961-09-16,0.013,0.254,Sep
1961-09-17,0.021,0.000,Sep
1961-09-18,3.855,4.064,Sep
1961-09-19,1.665,0.254,Sep
1961-09-20,5.238,1.778,Sep
1961-09-21,5.813,0.762,Sep
1961-09-22,2.103,0.254,Sep
1961-09-23,9.131,7.366,Sep
1961-09-24,3.752,7.620,Sep
1961-09-25,6.317,3.302,Sep
1961-09-26,5.224,11.938,Sep
1961-09-27,6.767,4.572,Sep
1961-09-28,1.557,0.508,Sep
1961-09-29,7.891,1.270,Sep
1961-09-30,1.351,0.508,Sep
1961-10-01,1.184,0.254,Oct
1961-10-02,5.474,0.508,Oct
1961-10-03,5.783,0.762,Oct
1961-10-04,2.664,0.254,Oct
1961-10-05,0.122,0.254,Oct
1961-10-06,1.263,1.270,Oct
1961-10-07,0.018,0.254,Oct
1961-10-08,1.164,0.254,Oct
1961-10-09,0.026,0.254,Oct
1961-10-10,0.003,0.000,Oct
1961-10-11,0.006,0.000,Oct
1961-10-12,0.005,0.254,Oct
1961-10-13,3.266,0.254,Oct
1961-10-14,2.942,2.032,Oct
1961-10-15,0.001,0.508,Oct
1961-10-16,0.586,0.762,Oct
1961-10-17,3.114,4.572,Oct
1961-10-18,1.321,0.762,Oct
1961-10-19,0.056,0.000,Oct
1961-10-20,8.406,1.270,Oct
1961-10-21,2.386,0.254,Oct
1961-10-22,4.597,5.588,Oct
1961-10-23,1.542,1.524,Oct
1961-10-24,3.105,1.524,Oct
1961-10-25,0.038,0.254,Oct
1961-10-26,0.286,1.016,Oct
1961-10-27,0.382,0.254,Oct
1961-10-28,9.712,5.080,Oct
1961-10-29,3.602,2.032,Oct
1961-10-30,0.556,0.254,Oct
1961-10-31,0.070,0.254,Oct
1961-11-01,0.440,0.254,Nov
1961-11-02,0.011,0.254,Nov
1961-11-03,0.000,0.000,Nov
1961-11-04,0.132,0.254,Nov
1961-11-05,0.466,0.762,Nov
1961-11-06,0.096,0.000,Nov
1961-11-07,0.147,0.000,Nov
1961-11-08,0.017,0.254,Nov
1961-11-09,0.790,1.778,Nov
1961-11-10,1.132,0.254,Nov
1961-11-11,0.222,0.254,Nov
1961-11-12,3.607,2.540,Nov
1961-11-13,1.870,1.016,Nov
1961-11-14,0.121,0.000,Nov
1961-11-15,0.110,0.000,Nov
1961-11-16,1.270,0.254,Nov
1961-11-17,1.544,1.270,Nov
1961-11-18,0.055,0.000,Nov
1961-11-19,0.001,0.000,Nov
1961-11-20,0.069,0.000,Nov
1961-11-21,1.548,1.524,Nov
1961-11-22,0.255,0.254,Nov
1961-11-23,1.909,1.524,Nov
1961-11-24,1.918,0.508,Nov
1961-11-25,0.015,0.000,Nov
1961-11-26,0.000,0.000,Nov
1961-11-27,0.000,0.000,Nov
1961-11-28,0.000,0.000,Nov
1961-11-29,0.000,0.000,Nov
1961-11-30,0.010,0.000,Nov
1961-12-01,0.006,0.000,Dec
1961-12-02,0.123,0.254,Dec
1961-12-03,0.164,0.254,Dec
1961-12-04,0.604,0.254,Dec
1961-12-05,0.118,0.000,Dec
1961-12-06,0.000,0.000,Dec
1961-12-07,0.000,0.000,Dec
1961-12-08,0.162,0.000,Dec
1961-12-09,13.697,9.398,Dec
1961-12-10,14.159,1.270,Dec
1961-12-11,1.191,0.254,Dec
1961-12-12,5.663,1.270,Dec
1961-12-13,2.033,2.286,Dec
1961-12-14,1.223,0.508,Dec
1961-12-15,0.877,0.254,Dec
1961-12-16,0.000,0.000,Dec
1961-12-17,0.000,0.000,Dec
1961-12-18,0.000,0.000,Dec
1961-12-19,0.000,0.000,Dec
1961-12-20,0.000,0.000,Dec
1961-12-21,0.000,0.000,Dec
1961-12-22,0.000,0.000,Dec
1961-12-23,0.000,0.000,Dec
1961-12-24,0.000,0.000,Dec
1961-12-25,0.000,0.000,Dec
1961-12-26,0.003,0.000,Dec
1961-12-27,0.071,0.254,Dec
1961-12-28,0.009,0.254,Dec
1961-12-29,0.013,0.000,Dec
1961-12-30,0.005,0.000,Dec
1961-12-31,0.527,0.254,Dec
1962-01-01,2.623,0.762,Jan
1962-01-02,0.467,1.016,Jan
1962-01-03,0.339,1.524,Jan
1962-01-04,1.344,0.254,Jan
1962-01-05,3.721,2.286,Jan
1962-01-06,0.000,0.000,Jan
1962-01-07,0.000,0.000,Jan
1962-01-08,0.013,0.000,Jan
1962-01-09,1.271,0.762,Jan
1962-01-10,0.076,1.016,Jan
1962-01-11,0.269,0.254,Jan
1962-01-12,0.000,0.000,Jan
1962-01-13,1.855,1.016,Jan
1962-01-14,1.427,2.286,Jan
1962-01-15,5.332,3.810,Jan
1962-01-16,0.095,0.254,Jan
1962-01-17,0.320,0.254,Jan
1962-01-18,0.153,0.000,Jan
1962-01-19,0.025,0.000,Jan
1962-01-20,0.000,0.254,Jan
1962-01-21,1.462,0.254,Jan
1962-01-22,4.861,2.540,Jan
1962-01-23,0.444,0.254,Jan
1962-01-24,0.050,0.254,Jan
1962-01-25,0.002,0.000,Jan
1962-01-26,0.000,0.000,Jan
1962-01-27,0.000,0.000,Jan
1962-01-28,0.029,0.000,Jan
1962-01-29,0.277,0.000,Jan
1962-01-30,0.922,0.254,Jan
1962-01-31,0.019,0.254,Jan
1962-02-01,0.170,3.048,Feb
1962-02-02,0.319,0.508,Feb
1962-02-03,0.021,0.000,Feb
1962-02-04,0.000,0.000,Feb
1962-02-05,0.060,0.000,Feb
1962-02-06,0.035,0.000,Feb
1962-02-07,1.400,1.270,Feb
1962-02-08,3.002,3.302,Feb
1962-02-09,0.875,2.794,Feb
1962-02-10,0.199,0.254,Feb
1962-02-11,2.780,0.254,Feb
1962-02-12,0.176,0.000,Feb
1962-02-13,0.280,0.254,Feb
1962-02-14,2.717,2.286,Feb
1962-02-15,1.066,1.778,Feb
1962-02-16,0.038,0.254,Feb
1962-02-17,0.106,0.000,Feb
1962-02-18,0.000,0.000,Feb
1962-02-19,1.120,5.334,Feb
1962-02-20,12.854,7.874,Feb
1962-02-21,2.679,0.254,Feb
1962-02-22,0.080,0.254,Feb
1962-02-23,1.086,0.254,Feb
1962-02-24,0.812,0.254,Feb
1962-02-25,3.522,2.794,Feb
1962-02-26,0.105,0.508,Feb
1962-02-27,0.064,0.000,Feb
1962-02-28,0.144,0.254,Feb
1962-03-01,0.144,0.000,Mar
1962-03-02,1.746,0.762,Mar
1962-03-03,0.106,0.000,Mar
1962-03-04,0.210,0.254,Mar
1962-03-05,0.838,1.270,Mar
1962-03-06,4.195,3.556,Mar
1962-03-07,2.678,2.032,Mar
1962-03-08,3.764,5.588,Mar
1962-03-09,1.573,2.286,Mar
1962-03-10,0.001,0.000,Mar
1962-03-11,0.000,0.000,Mar
1962-03-12,1.037,0.254,Mar
1962-03-13,1.950,0.254,Mar
1962-03-14,0.000,0.000,Mar
1962-03-15,0.016,0.000,Mar
1962-03-16,1.669,0.254,Mar
1962-03-17,0.615,1.016,Mar
1962-03-18,0.010,0.000,Mar
1962-03-19,0.332,0.000,Mar
1962-03-20,0.000,0.000,Mar
1962-03-21,0.000,0.000,Mar
1962-03-22,0.000,0.000,Mar
1962-03-23,0.019,0.000,Mar
1962-03-24,0.459,0.000,Mar
1962-03-25,0.039,0.000,Mar
1962-03-26,0.024,0.000,Mar
1962-03-27,0.032,0.000,Mar
1962-03-28,0.043,0.000,Mar
1962-03-29,0.063,0.000,Mar
1962-03-30,0.598,0.000,Mar
1962-03-31,0.155,0.000,Mar
1962-04-01,0.049,0.000,Apr
1962-04-02,0.456,0.000,Apr
1962-04-03,4.421,0.254,Apr
1962-04-04,0.723,0.254,Apr
1962-04-05,0.035,0.000,Apr
1962-04-06,0.130,0.254,Apr
1962-04-07,6.338,4.826,Apr
1962-04-08,2.450,0.254,Apr
1962-04-09,1.400,1.016,Apr
1962-04-10,3.635,0.254,Apr
1962-04-11,4.928,0.254,Apr
1962-04-12,1.530,0.254,Apr
1962-04-13,1.900,0.254,Apr
1962-04-14,1.639,0.254,Apr
1962-04-15,1.900,0.254,Apr
1962-04-16,0.912,0.254,Apr
1962-04-17,0.392,0.000,Apr
1962-04-18,0.003,0.000,Apr
1962-04-19,0.004,0.000,Apr
1962-04-20,0.000,0.000,Apr
1962-04-21,0.053,0.000,Apr
1962-04-22,0.340,0.000,Apr
1962-04-23,0.008,0.000,Apr
1962-04-24,0.063,0.000,Apr
1962-04-25,0.243,0.000,Apr
1962-04-26,0.873,1.778,Apr
1962-04-27,0.277,0.254,Apr
1962-04-28,0.409,1.270,Apr
1962-04-29,0.492,0.254,Apr
1962-04-30,0.016,0.000,Apr
1962-05-01,0.001,0.000,May
1962-05-02,0.000,0.000,May
1962-05-03,0.029,0.000,May
1962-05-04,0.090,0.000,May
1962-05-05,0.048,0.000,May
1962-05-06,0.038,0.000,May
1962-05-07,11.590,9.144,May
1962-05-08,7.395,5.588,May
1962-05-09,0.749,1.016,May
1962-05-10,0.035,0.000,May
1962-05-11,0.049,0.000,May
1962-05-12,0.157,0.000,May
1962-05-13,1.694,0.000,May
1962-05-14,0.010,0.000,May
1962-05-15,0.564,0.000,May
1962-05-16,4.034,0.254,May
1962-05-17,0.017,0.000,May
1962-05-18,0.145,0.000,May
1962-05-19,0.009,0.000,May
1962-05-20,0.394,0.254,May
1962-05-21,0.434,0.000,May
1962-05-22,0.137,0.254,May
1962-05-23,0.306,0.000,May
1962-05-24,0.001,0.254,May
1962-05-25,0.680,0.000,May
1962-05-26,0.090,0.254,May
1962-05-27,1.701,0.254,May
1962-05-28,6.217,0.000,May
1962-05-29,7.244,0.254,May
1962-05-30,0.103,0.000,May
1962-05-31,0.001,0.000,May
1962-06-01,0.001,0.000,Jun
1962-06-02,0.077,0.254,Jun
1962-06-03,0.238,0.254,Jun
1962-06-04,4.629,2.286,Jun
1962-06-05,0.004,0.254,Jun
1962-06-06,0.054,0.000,Jun
1962-06-07,0.276,0.000,Jun
1962-06-08,0.001,0.000,Jun
1962-06-09,0.000,0.000,Jun
1962-06-10,0.000,0.000,Jun
1962-06-11,0.000,0.000,Jun
1962-06-12,0.000,0.000,Jun
1962-06-13,0.302,0.762,Jun
1962-06-14,9.560,32.258,Jun
1962-06-15,0.028,0.000,Jun
1962-06-16,0.002,0.000,Jun
1962-06-17,0.001,0.000,Jun
1962-06-18,0.000,0.000,Jun
1962-06-19,0.000,0.000,Jun
1962-06-20,2.293,0.000,Jun
1962-06-21,12.071,14.732,Jun
1962-06-22,1.453,0.254,Jun
1962-06-23,0.175,0.000,Jun
1962-06-24,0.000,0.254,Jun
1962-06-25,3.916,3.048,Jun
1962-06-26,1.676,0.000,Jun
1962-06-27,5.988,3.048,Jun
1962-06-28,0.400,0.254,Jun
1962-06-29,0.000,0.254,Jun
1962-06-30,0.000,0.000,Jun
1962-07-01,0.000,0.000,Jul
1962-07-02,0.451,0.000,Jul
1962-07-03,0.002,0.000,Jul
1962-07-04,0.000,0.000,Jul
1962-07-05,0.176,0.000,Jul
1962-07-06,0.000,0.000,Jul
1962-07-07,0.005,1.016,Jul
1962-07-08,5.207,1.016,Jul
1962-07-09,0.955,0.254,Jul
1962-07-10,0.510,1.016,Jul
1962-07-11,0.001,0.254,Jul
1962-07-12,5.290,25.146,Jul
1962-07-13,13.056,7.366,Jul
1962-07-14,0.000,0.000,Jul
1962-07-15,0.004,0.254,Jul
1962-07-16,0.000,0.000,Jul
1962-07-17,0.026,0.000,Jul
1962-07-18,0.108,0.000,Jul
1962-07-19,0.001,0.000,Jul
1962-07-20,0.000,0.254,Jul
1962-07-21,3.190,13.208,Jul
1962-07-22,18.234,32.766,Jul
1962-07-23,0.500,0.254,Jul
1962-07-24,15.486,23.114,Jul
1962-07-25,4.554,5.080,Jul
1962-07-26,0.311,0.508,Jul
1962-07-27,0.005,0.254,Jul
1962-07-28,0.000,0.000,Jul
1962-07-29,2.039,0.000,Jul
1962-07-30,3.725,0.000,Jul
1962-07-31,0.000,0.000,Jul
1962-08-01,0.000,0.000,Aug
1962-08-02,0.482,10.160,Aug
1962-08-03,0.356,0.000,Aug
1962-08-04,0.611,0.000,Aug
1962-08-05,0.000,0.254,Aug
1962-08-06,0.329,0.254,Aug
1962-08-07,5.133,5.080,Aug
1962-08-08,3.286,0.000,Aug
1962-08-09,0.828,0.254,Aug
1962-08-10,0.000,0.000,Aug
1962-08-11,0.000,0.000,Aug
1962-08-12,0.000,0.000,Aug
1962-08-13,0.000,0.000,Aug
1962-08-14,0.000,0.000,Aug
1962-08-15,0.138,0.254,Aug
1962-08-16,0.713,0.000,Aug
1962-08-17,0.398,0.254,Aug
1962-08-18,0.000,0.000,Aug
1962-08-19,23.696,1.524,Aug
1962-08-20,0.049,0.000,Aug
1962-08-21,3.775,3.302,Aug
1962-08-22,0.116,0.254,Aug
1962-08-23,19.202,3.810,Aug
1962-08-24,1.581,0.000,Aug
1962-08-25,0.247,0.508,Aug
1962-08-26,15.615,10.414,Aug
1962-08-27,2.490,6.350,Aug
1962-08-28,3.261,4.064,Aug
1962-08-29,15.127,36.068,Aug
1962-08-30,12.398,21.082,Aug
1962-08-31,0.709,0.254,Aug
1962-09-01,2.104,5.588,Sep
1962-09-02,39.412,15.748,Sep
1962-09-03,3.086,1.270,Sep
1962-09-04,1.163,0.254,Sep
1962-09-05,0.269,0.000,Sep
1962-09-06,0.000,0.000,Sep
1962-09-07,0.002,0.254,Sep
1962-09-08,0.100,0.254,Sep
1962-09-09,0.000,0.000,Sep
1962-09-10,0.020,0.254,Sep
1962-09-11,0.864,0.000,Sep
1962-09-12,4.083,0.508,Sep
1962-09-13,1.260,0.508,Sep
1962-09-14,0.239,0.254,Sep
1962-09-15,1.388,1.016,Sep
1962-09-16,6.086,0.508,Sep
1962-09-17,0.256,0.254,Sep
1962-09-18,0.000,0.000,Sep
1962-09-19,0.004,0.000,Sep
1962-09-20,2.136,0.254,Sep
1962-09-21,0.002,0.000,Sep
1962-09-22,0.147,0.000,Sep
1962-09-23,0.944,0.000,Sep
1962-09-24,0.119,4.318,Sep
1962-09-25,5.293,5.080,Sep
1962-09-26,0.829,0.254,Sep
1962-09-27,0.004,0.000,Sep
1962-09-28,0.000,0.000,Sep
1962-09-29,0.756,0.254,Sep
1962-09-30,0.418,0.762,Sep
1962-10-01,0.006,0.000,Oct
1962-10-02,0.000,0.000,Oct
1962-10-03,0.000,0.000,Oct
1962-10-04,0.065,0.254,Oct
1962-10-05,0.365,0.000,Oct
1962-10-06,0.000,0.000,Oct
1962-10-07,0.000,0.000,Oct
1962-10-08,0.000,0.000,Oct
1962-10-09,0.286,0.000,Oct
1962-10-10,5.027,0.254,Oct
1962-10-11,2.264,0.508,Oct
1962-10-12,0.000,0.000,Oct
1962-10-13,0.000,0.000,Oct
1962-10-14,0.111,0.000,Oct
1962-10-15,2.182,0.000,Oct
1962-10-16,0.658,0.762,Oct
1962-10-17,0.707,0.254,Oct
1962-10-18,0.176,2.032,Oct
1962-10-19,0.322,1.778,Oct
1962-10-20,0.804,0.508,Oct
1962-10-21,0.921,0.254,Oct
1962-10-22,0.055,0.000,Oct
1962-10-23,0.023,0.000,Oct
1962-10-24,1.989,0.000,Oct
1962-10-25,0.000,0.000,Oct
1962-10-26,0.000,0.000,Oct
1962-10-27,0.577,0.000,Oct
1962-10-28,1.761,0.508,Oct
1962-10-29,0.384,0.254,Oct
1962-10-30,0.000,0.000,Oct
1962-10-31,0.337,0.508,Oct
1962-11-01,0.012,0.000,Nov
1962-11-02,0.180,0.000,Nov
1962-11-03,5.368,1.270,Nov
1962-11-04,0.746,0.254,Nov
1962-11-05,0.000,0.000,Nov
1962-11-06,0.000,0.000,Nov
1962-11-07,0.005,0.254,Nov
